code,name,description
A5441,Gonococcal spondylopathy,A medical condition known as gonococcal spondylopathy.
A5442,Gonococcal arthritis,A medical condition known as gonococcal arthritis.
A5443,Gonococcal osteomyelitis,A medical condition known as gonococcal osteomyelitis.
A5449,Gonococcal infection of other musculoskeletal tissue,A medical condition known as gonococcal infection of other musculoskeletal tissue.
A545,Gonococcal pharyngitis,A medical condition known as gonococcal pharyngitis.
A546,Gonococcal infection of anus and rectum,A medical condition known as gonococcal infection of anus and rectum.
A5481,Gonococcal meningitis,A medical condition known as gonococcal meningitis.
A5482,Gonococcal brain abscess,A medical condition known as gonococcal brain abscess.
A5483,Gonococcal heart infection,A medical condition known as gonococcal heart infection.
A5484,Gonococcal pneumonia,A medical condition known as gonococcal pneumonia.
A5485,Gonococcal peritonitis,A medical condition known as gonococcal peritonitis.
A5486,Gonococcal sepsis,A medical condition known as gonococcal sepsis.
A5489,Other gonococcal infections,A medical condition known as other gonococcal infections.
A549,"Gonococcal infection, unspecified","A medical condition known as gonococcal infection, unspecified."
A55,Chlamydial lymphogranuloma (venereum),A medical condition known as chlamydial lymphogranuloma (venereum).
A5600,"Chlamydial infection of lower genitourinary tract, unspecified","A medical condition known as chlamydial infection of lower genitourinary tract, unspecified."
A5609,Other chlamydial infection of lower genitourinary tract,A medical condition known as other chlamydial infection of lower genitourinary tract.
A5611,Chlamydial female pelvic inflammatory disease,A medical condition known as chlamydial female pelvic inflammatory disease.
A5619,Other chlamydial genitourinary infection,A medical condition known as other chlamydial genitourinary infection.
A562,"Chlamydial infection of genitourinary tract, unspecified","A medical condition known as chlamydial infection of genitourinary tract, unspecified."
A563,Chlamydial infection of anus and rectum,A medical condition known as chlamydial infection of anus and rectum.
A564,Chlamydial infection of pharynx,A medical condition known as chlamydial infection of pharynx.
A568,Sexually transmitted chlamydial infection of other sites,A medical condition known as sexually transmitted chlamydial infection of other sites.
A57,Chancroid,A medical condition known as chancroid.
A58,Granuloma inguinale,A medical condition known as granuloma inguinale.
A5900,"Urogenital trichomoniasis, unspecified","A medical condition known as urogenital trichomoniasis, unspecified."
A5901,Trichomonal vulvovaginitis,A medical condition known as trichomonal vulvovaginitis.
A5902,Trichomonal prostatitis,A medical condition known as trichomonal prostatitis.
A5903,Trichomonal cystitis and urethritis,A medical condition known as trichomonal cystitis and urethritis.
A5909,Other urogenital trichomoniasis,A medical condition known as other urogenital trichomoniasis.
A598,Trichomoniasis of other sites,A medical condition known as trichomoniasis of other sites.
A599,"Trichomoniasis, unspecified","A medical condition known as trichomoniasis, unspecified."
A6000,"Herpesviral infection of urogenital system, unspecified","A medical condition known as herpesviral infection of urogenital system, unspecified."
A6001,Herpesviral infection of penis,A medical condition known as herpesviral infection of penis.
A6002,Herpesviral infection of other male genital organs,A medical condition known as herpesviral infection of other male genital organs.
A6003,Herpesviral cervicitis,A medical condition known as herpesviral cervicitis.
A6004,Herpesviral vulvovaginitis,A medical condition known as herpesviral vulvovaginitis.
A6009,Herpesviral infection of other urogenital tract,A medical condition known as herpesviral infection of other urogenital tract.
A601,Herpesviral infection of perianal skin and rectum,A medical condition known as herpesviral infection of perianal skin and rectum.
A609,"Anogenital herpesviral infection, unspecified","A medical condition known as anogenital herpesviral infection, unspecified."
A630,Anogenital (venereal) warts,A medical condition known as anogenital (venereal) warts.
A638,Other specified predominantly sexually transmitted diseases,A medical condition known as other specified predominantly sexually transmitted diseases.
A64,Unspecified sexually transmitted disease,A medical condition known as unspecified sexually transmitted disease.
A661,Multiple papillomata and wet crab yaws,A medical condition known as multiple papillomata and wet crab yaws.
A662,Other early skin lesions of yaws,A medical condition known as other early skin lesions of yaws.
A663,Hyperkeratosis of yaws,A medical condition known as hyperkeratosis of yaws.
A664,Gummata and ulcers of yaws,A medical condition known as gummata and ulcers of yaws.
A665,Gangosa,A medical condition known as gangosa.
A666,Bone and joint lesions of yaws,A medical condition known as bone and joint lesions of yaws.
A667,Other manifestations of yaws,A medical condition known as other manifestations of yaws.
A668,Latent yaws,A medical condition known as latent yaws.
A669,"Yaws, unspecified","A medical condition known as yaws, unspecified."
A670,Primary lesions of pinta,A medical condition known as primary lesions of pinta.
A671,Intermediate lesions of pinta,A medical condition known as intermediate lesions of pinta.
A672,Late lesions of pinta,A medical condition known as late lesions of pinta.
A673,Mixed lesions of pinta,A medical condition known as mixed lesions of pinta.
A679,"Pinta, unspecified","A medical condition known as pinta, unspecified."
A680,Louse-borne relapsing fever,A medical condition known as louse-borne relapsing fever.
A681,Tick-borne relapsing fever,A medical condition known as tick-borne relapsing fever.
A689,"Relapsing fever, unspecified","A medical condition known as relapsing fever, unspecified."
A690,Necrotizing ulcerative stomatitis,A medical condition known as necrotizing ulcerative stomatitis.
A691,Other Vincent's infections,A medical condition known as other vincent's infections.
A6920,"Lyme disease, unspecified","A medical condition known as lyme disease, unspecified."
A6921,Meningitis due to Lyme disease,A medical condition known as meningitis due to lyme disease.
A6922,Other neurologic disorders in Lyme disease,A medical condition known as other neurologic disorders in lyme disease.
A6923,Arthritis due to Lyme disease,A medical condition known as arthritis due to lyme disease.
A6929,Other conditions associated with Lyme disease,A medical condition known as other conditions associated with lyme disease.
A698,Other specified spirochetal infections,A medical condition known as other specified spirochetal infections.
A699,"Spirochetal infection, unspecified","A medical condition known as spirochetal infection, unspecified."
A70,Chlamydia psittaci infections,A medical condition known as chlamydia psittaci infections.
A719,"Trachoma, unspecified","A medical condition known as trachoma, unspecified."
A740,Chlamydial conjunctivitis,A medical condition known as chlamydial conjunctivitis.
A7481,Chlamydial peritonitis,A medical condition known as chlamydial peritonitis.
A7489,Other chlamydial diseases,A medical condition known as other chlamydial diseases.
A749,"Chlamydial infection, unspecified","A medical condition known as chlamydial infection, unspecified."
A750,Epidemic louse-borne typhus fever due to Rickettsia prowazek,A medical condition known as epidemic louse-borne typhus fever due to rickettsia prowazek.
A751,Recrudescent typhus [Brill's disease],A medical condition known as recrudescent typhus [brill's disease].
A752,Typhus fever due to Rickettsia typhi,A medical condition known as typhus fever due to rickettsia typhi.
A753,Typhus fever due to Rickettsia tsutsugamushi,A medical condition known as typhus fever due to rickettsia tsutsugamushi.
A759,"Typhus fever, unspecified","A medical condition known as typhus fever, unspecified."
A770,Spotted fever due to Rickettsia rickettsii,A medical condition known as spotted fever due to rickettsia rickettsii.
A771,Spotted fever due to Rickettsia conorii,A medical condition known as spotted fever due to rickettsia conorii.
A772,Spotted fever due to Rickettsia siberica,A medical condition known as spotted fever due to rickettsia siberica.
A773,Spotted fever due to Rickettsia australis,A medical condition known as spotted fever due to rickettsia australis.
A7740,"Ehrlichiosis, unspecified","A medical condition known as ehrlichiosis, unspecified."
A7741,Ehrlichiosis chafeensis [E. chafeensis],A medical condition known as ehrlichiosis chafeensis [e. chafeensis].
A7749,Other ehrlichiosis,A medical condition known as other ehrlichiosis.
A778,Other spotted fevers,A medical condition known as other spotted fevers.
A779,"Spotted fever, unspecified","A medical condition known as spotted fever, unspecified."
A78,Q fever,A medical condition known as q fever.
